NUMBER,NAME,TYPE1,TYPE2,ABIILITY1,ABILITY2,HIDDEN_ABILITY,WEIGHT_KG,CATCH_RATE,BASE_HAPPINESS,HP,ATK,DEF,SPATK,SPDEF,SPD,EXP_CURVE,BASE_EXP,HP EV,ATK EV,DEF EV,SPATK EV,SPDEF EV,SPD EV
18,PIDGEOT,NORMAL,FLYING,BIG PECKS,TANGLED FEET,KEEN EYE,39.5,45,70,83,80,75,70,70,91,MEDIUM_SLOW,211,0,0,0,0,0,3
19,RATTATA,NORMAL,,GUTS,RUN AWAY,HUSTLE,3.5,255,70,30,56,35,25,35,72,MEDIUM_FAST,51,0,0,0,0,0,1
20,RATICATE,NORMAL,,GUTS,RUN AWAY,HUSTLE,18.5,127,70,55,81,60,50,70,97,MEDIUM_FAST,145,0,0,0,0,0,2
21,SPEAROW,NORMAL,FLYING,KEEN EYE,,SNIPER,2,255,70,40,60,30,31,31,70,MEDIUM_FAST,52,0,0,0,0,0,1
22,FEAROW,NORMAL,FLYING,KEEN EYE,,SNIPER,38,90,70,65,90,65,61,61,100,MEDIUM_FAST,155,0,0,0,0,0,2
23,EKANS,POISON,,INTIMIDATE,UNNERVE,SHED SKIN,6.9,255,70,35,60,44,40,54,55,MEDIUM_FAST,58,0,1,0,0,0,0
24,ARBOK,POISON,,INTIMIDATE,UNNERVE,SHED SKIN,65,90,70,60,85,69,65,79,80,MEDIUM_FAST,153,0,2,0,0,0,0
25,PIKACHU,ELECTRIC,,LIGHTNINGROD,,STATIC,6,190,70,35,55,30,50,40,90,MEDIUM_FAST,105,0,0,0,0,0,2
26,RAICHU,ELECTRIC,,LIGHTNINGROD,,STATIC,30,75,70,60,90,55,90,80,100,MEDIUM_FAST,214,0,0,0,0,0,3
27,SANDSHREW,GROUND,,SAND RUSH,,SAND VEIL,12,255,70,50,75,85,20,30,40,MEDIUM_FAST,60,0,0,1,0,0,0
28,SANDSLASH,GROUND,,SAND RUSH,,SAND VEIL,29.5,90,70,75,100,110,45,55,65,MEDIUM_FAST,158,0,0,2,0,0,0
29,NIDORANF,POISON,,HUSTLE,RIVALRY,POISON POINT,7,235,70,55,47,52,40,40,41,MEDIUM_SLOW,55,1,0,0,0,0,0
30,NIDORINA,POISON,,HUSTLE,RIVALRY,POISON POINT,20,120,70,70,62,67,55,55,56,MEDIUM_SLOW,128,2,0,0,0,0,0
31,NIDOQUEEN,POISON,GROUND,POISON POINT,SHEER FORCE,RIVALRY,60,45,70,90,82,87,75,85,76,MEDIUM_SLOW,223,3,0,0,0,0,0
32,NIDORANM,POISON,,HUSTLE,RIVALRY,POISON POINT,9,235,70,46,57,40,40,40,50,MEDIUM_SLOW,55,0,1,0,0,0,0
33,NIDORINO,POISON,,HUSTLE,RIVALRY,POISON POINT,19.5,120,70,61,72,57,55,55,65,MEDIUM_SLOW,128,0,2,0,0,0,0
34,NIDOKING,POISON,GROUND,POISON POINT,SHEER FORCE,RIVALRY,62,45,70,81,92,77,85,75,85,MEDIUM_SLOW,223,0,3,0,0,0,0
35,CLEFAIRY,NORMAL,,CUTE CHARM,MAGIC GUARD,FRIEND GUARD,7.5,150,140,70,45,48,60,65,35,FAST,113,2,0,0,0,0,0
36,CLEFABLE,NORMAL,,CUTE CHARM,UNAWARE,MAGIC GUARD,40,25,140,95,70,73,85,90,60,FAST,213,3,0,0,0,0,0
37,VULPIX,FIRE,,DROUGHT,,FLASH FIRE,9.9,190,70,38,41,40,50,65,65,MEDIUM_FAST,60,0,0,0,0,0,1
38,NINETALES,FIRE,,DROUGHT,,FLASH FIRE,19.9,75,70,73,76,75,81,100,100,MEDIUM_FAST,177,0,0,0,0,1,1
39,JIGGLYPUFF,NORMAL,,CUTE CHARM,,FRIEND GUARD,5.5,170,70,115,45,20,45,25,20,FAST,95,2,0,0,0,0,0
40,WIGGLYTUFF,NORMAL,,CUTE CHARM,,FRISK,12,50,70,140,70,45,75,50,45,FAST,191,3,0,0,0,0,0
41,ZUBAT,POISON,FLYING,INFILTRATOR,,INNER FOCUS,7.5,255,70,40,45,35,30,40,55,MEDIUM_FAST,49,0,0,0,0,0,1
42,GOLBAT,POISON,FLYING,INFILTRATOR,,INNER FOCUS,55,90,70,75,80,70,65,75,90,MEDIUM_FAST,159,0,0,0,0,0,2
43,ODDISH,GRASS,POISON,CHLOROPHYLL,,RUN AWAY,5.4,255,70,45,50,55,75,65,30,MEDIUM_SLOW,64,0,0,0,1,0,0
44,GLOOM,GRASS,POISON,CHLOROPHYLL,,STENCH,8.6,120,70,60,65,70,85,75,40,MEDIUM_SLOW,138,0,0,0,2,0,0
45,VILEPLUME,GRASS,POISON,CHLOROPHYLL,,EFFECT SPORE,18.6,45,70,75,80,85,100,90,50,MEDIUM_SLOW,216,0,0,0,3,0,0
46,PARAS,BUG,GRASS,DAMP,EFFECT SPORE,DRY SKIN,5.4,190,70,35,70,55,45,55,25,MEDIUM_FAST,57,0,1,0,0,0,0
47,PARASECT,BUG,GRASS,DAMP,EFFECT SPORE,DRY SKIN,29.5,75,70,60,95,80,60,80,30,MEDIUM_FAST,142,0,2,1,0,0,0
48,VENONAT,BUG,POISON,COMPOUND EYES,TINTED LENS,RUN AWAY,30,190,70,60,55,50,40,55,45,MEDIUM_FAST,61,0,0,0,0,1,0
49,VENOMOTH,BUG,POISON,SHIELD DUST,WONDER SKIN,TINTED LENS,12.5,75,70,70,65,60,90,75,90,MEDIUM_FAST,158,0,0,0,1,0,1
50,DIGLETT,GROUND,,ARENA TRAP,SAND VEIL,SAND FORCE,0.8,255,70,10,55,25,35,45,95,MEDIUM_FAST,53,0,0,0,0,0,1
51,DUGTRIO,GROUND,,ARENA TRAP,SAND VEIL,SAND FORCE,33.3,50,70,35,80,50,50,70,120,MEDIUM_FAST,142,0,0,0,0,0,2
52,MEOWTH,NORMAL,,PICKUP,UNNERVE,TECHNICIAN,4.2,255,70,40,45,35,40,40,90,MEDIUM_FAST,58,0,0,0,0,0,1
53,PERSIAN,NORMAL,,LIMBER,UNNERVE,TECHNICIAN,32,90,70,65,70,60,65,65,115,MEDIUM_FAST,154,0,0,0,0,0,2
54,PSYDUCK,WATER,,CLOUD NINE,SWIFT SWIM,DAMP,19.6,190,70,50,52,48,65,50,55,MEDIUM_FAST,64,0,0,0,1,0,0
55,GOLDUCK,WATER,,CLOUD NINE,SWIFT SWIM,DAMP,76.6,75,70,80,82,78,95,80,85,MEDIUM_FAST,175,0,0,0,2,0,0
56,MANKEY,FIGHTING,,ANGER POINT,VITAL SPIRIT,DEFIANT,28,190,70,40,80,35,35,45,70,MEDIUM_FAST,61,0,1,0,0,0,0
57,PRIMEAPE,FIGHTING,,ANGER POINT,VITAL SPIRIT,DEFIANT,32,75,70,65,105,60,60,70,95,MEDIUM_FAST,159,0,2,0,0,0,0
58,GROWLITHE,FIRE,,FLASH FIRE,JUSTIFIED,INTIMIDATE,19,190,70,55,70,45,70,50,60,SLOW,70,0,1,0,0,0,0
59,ARCANINE,FIRE,,FLASH FIRE,JUSTIFIED,INTIMIDATE,155,75,70,90,110,80,100,80,95,SLOW,194,0,2,0,0,0,0
60,POLIWAG,WATER,,DAMP,WATER ABSORB,SWIFT SWIM,12.4,255,70,40,50,40,40,40,90,MEDIUM_SLOW,60,0,0,0,0,0,1
61,POLIWHIRL,WATER,,DAMP,WATER ABSORB,SWIFT SWIM,20,120,70,65,65,65,50,50,90,MEDIUM_SLOW,135,0,0,0,0,0,2
62,POLIWRATH,WATER,FIGHTING,DAMP,WATER ABSORB,SWIFT SWIM,54,45,70,90,85,95,70,90,70,MEDIUM_SLOW,225,0,0,3,0,0,0
63,ABRA,PSYCHIC,,INNER FOCUS,SYNCHRONIZE,MAGIC GUARD,19.5,200,70,25,20,15,105,55,90,MEDIUM_SLOW,62,0,0,0,1,0,0
64,KADABRA,PSYCHIC,,INNER FOCUS,SYNCHRONIZE,MAGIC GUARD,56.5,100,70,40,35,30,120,70,105,MEDIUM_SLOW,140,0,0,0,2,0,0
65,ALAKAZAM,PSYCHIC,,INNER FOCUS,SYNCHRONIZE,MAGIC GUARD,48,50,70,55,50,45,135,85,120,MEDIUM_SLOW,221,0,0,0,3,0,0
66,MACHOP,FIGHTING,,GUTS,STEADFAST,NO GUARD,19.5,180,70,70,80,50,35,35,35,MEDIUM_SLOW,61,0,1,0,0,0,0
67,MACHOKE,FIGHTING,,GUTS,STEADFAST,NO GUARD,70.5,90,70,80,100,70,50,60,45,MEDIUM_SLOW,142,0,2,0,0,0,0
68,MACHAMP,FIGHTING,,GUTS,STEADFAST,NO GUARD,130,45,70,90,130,80,65,85,55,MEDIUM_SLOW,227,0,3,0,0,0,0
69,BELLSPROUT,GRASS,POISON,CHLOROPHYLL,,GLUTTONY,4,255,70,50,75,35,70,30,40,MEDIUM_SLOW,60,0,1,0,0,0,0
70,WEEPINBELL,GRASS,POISON,CHLOROPHYLL,,GLUTTONY,6.4,120,70,65,90,50,85,45,55,MEDIUM_SLOW,137,0,2,0,0,0,0
71,VICTREEBEL,GRASS,POISON,CHLOROPHYLL,,GLUTTONY,15.5,45,70,80,105,65,100,60,70,MEDIUM_SLOW,216,0,3,0,0,0,0
72,TENTACOOL,WATER,POISON,CLEAR BODY,RAIN DISH,LIQUID OOZE,45.5,190,70,40,40,35,50,100,70,SLOW,67,0,0,0,0,1,0
73,TENTACRUEL,WATER,POISON,CLEAR BODY,RAIN DISH,LIQUID OOZE,55,60,70,80,70,65,80,120,100,SLOW,180,0,0,0,0,2,0
74,GEODUDE,ROCK,GROUND,ROCK HEAD,STURDY,SAND VEIL,20,255,70,40,80,100,30,30,20,MEDIUM_SLOW,60,0,0,1,0,0,0
75,GRAVELER,ROCK,GROUND,ROCK HEAD,STURDY,SAND VEIL,105,120,70,55,95,115,45,45,35,MEDIUM_SLOW,137,0,0,2,0,0,0
76,GOLEM,ROCK,GROUND,ROCK HEAD,STURDY,SAND VEIL,300,45,70,80,110,130,55,65,45,MEDIUM_SLOW,218,0,0,3,0,0,0
77,PONYTA,FIRE,,FLAME BODY,RUN AWAY,FLASH FIRE,30,190,70,50,85,55,65,65,90,MEDIUM_FAST,82,0,0,0,0,0,1
78,RAPIDASH,FIRE,,FLAME BODY,RUN AWAY,FLASH FIRE,95,60,70,65,100,70,80,80,105,MEDIUM_FAST,175,0,0,0,0,0,2
79,SLOWPOKE,WATER,PSYCHIC,OBLIVIOUS,REGENERATOR,OWN TEMPO,36,190,70,90,65,65,40,40,15,MEDIUM_FAST,63,1,0,0,0,0,0
80,SLOWBRO,WATER,PSYCHIC,OBLIVIOUS,REGENERATOR,OWN TEMPO,78.5,75,70,95,75,110,100,80,30,MEDIUM_FAST,172,0,0,2,0,0,0
81,MAGNEMITE,ELECTRIC,STEEL,ANALYTIC,STURDY,MAGNET PULL,6,190,70,25,35,70,95,55,45,MEDIUM_FAST,65,0,0,0,1,0,0
82,MAGNETON,ELECTRIC,STEEL,ANALYTIC,STURDY,MAGNET PULL,60,60,70,50,60,95,120,70,70,MEDIUM_FAST,163,0,0,0,2,0,0
83,FARFETCH'D,NORMAL,FLYING,DEFIANT,KEEN EYE,INNER FOCUS,15,45,70,52,65,55,58,62,60,MEDIUM_FAST,123,0,1,0,0,0,0
84,DODUO,NORMAL,FLYING,EARLY BIRD,TANGLED FEET,RUN AWAY,39.2,190,70,35,85,45,35,35,75,MEDIUM_FAST,62,0,1,0,0,0,0
85,DODRIO,NORMAL,FLYING,EARLY BIRD,TANGLED FEET,RUN AWAY,85.2,45,70,60,110,70,60,60,100,MEDIUM_FAST,161,0,2,0,0,0,0
86,SEEL,WATER,,HYDRATION,THICK FAT,ICE BODY,90,190,70,65,45,55,45,70,45,MEDIUM_FAST,65,0,0,0,0,1,0
87,DEWGONG,WATER,ICE,HYDRATION,THICK FAT,ICE BODY,120,75,70,90,70,80,70,95,70,MEDIUM_FAST,166,0,0,0,0,2,0
88,GRIMER,POISON,,POISON TOUCH,STICKY HOLD,STENCH,30,190,70,80,80,50,40,50,25,MEDIUM_FAST,65,1,0,0,0,0,0
89,MUK,POISON,,POISON TOUCH,STICKY HOLD,STENCH,30,75,70,105,105,75,65,100,50,MEDIUM_FAST,175,1,1,0,0,0,0
90,SHELLDER,WATER,,OVERCOAT,SKILL LINK,SHELL ARMOR,4,190,70,30,65,100,45,25,40,SLOW,61,0,0,1,0,0,0
91,CLOYSTER,WATER,ICE,OVERCOAT,SKILL LINK,SHELL ARMOR,132.5,60,70,50,95,180,85,45,70,SLOW,184,0,0,2,0,0,0
92,GASTLY,GHOST,POISON,LEVITATE,,,0.1,190,70,30,35,30,100,35,80,MEDIUM_SLOW,62,0,0,0,1,0,0
93,HAUNTER,GHOST,POISON,LEVITATE,,,0.1,90,70,45,50,45,115,55,95,MEDIUM_SLOW,142,0,0,0,2,0,0
94,GENGAR,GHOST,POISON,LEVITATE,,,40.5,45,70,60,65,60,130,75,110,MEDIUM_SLOW,225,0,0,0,3,0,0
95,ONIX,ROCK,GROUND,ROCK HEAD,WEAK ARMOR,STURDY,210,45,70,35,45,160,30,45,70,MEDIUM_FAST,77,0,0,1,0,0,0
96,DROWZEE,PSYCHIC,,FOREWARN,INSOMNIA,INNER FOCUS,32.4,190,70,60,48,45,43,90,42,MEDIUM_FAST,66,0,0,0,0,1,0
97,HYPNO,PSYCHIC,,FOREWARN,INSOMNIA,INNER FOCUS,75.6,75,70,85,73,70,73,115,67,MEDIUM_FAST,169,0,0,0,0,2,0
98,KRABBY,WATER,,HYPER CUTTER,SHELL ARMOR,SHEER FORCE,6.5,225,70,30,105,90,25,25,50,MEDIUM_FAST,65,0,1,0,0,0,0
99,KINGLER,WATER,,HYPER CUTTER,SHELL ARMOR,SHEER FORCE,60,60,70,55,130,115,50,50,75,MEDIUM_FAST,166,0,2,0,0,0,0
100,VOLTORB,ELECTRIC,,AFTERMATH,STATIC,SOUNDPROOF,10.4,190,70,40,30,50,55,55,100,MEDIUM_FAST,66,0,0,0,0,0,1
101,ELECTRODE,ELECTRIC,,AFTERMATH,STATIC,SOUNDPROOF,66.6,60,70,60,50,70,80,80,140,MEDIUM_FAST,168,0,0,0,0,0,2
102,EXEGGCUTE,GRASS,PSYCHIC,CHLOROPHYLL,,HARVEST,2.5,90,70,60,40,80,60,45,40,SLOW,65,0,0,1,0,0,0
103,EXEGGUTOR,GRASS,PSYCHIC,CHLOROPHYLL,,HARVEST,120,45,70,95,95,85,125,65,55,SLOW,182,0,0,0,2,0,0
104,CUBONE,GROUND,,BATTLE ARMOR,ROCK HEAD,LIGHTNINGROD,6.5,190,70,50,50,95,40,50,35,MEDIUM_FAST,64,0,0,1,0,0,0
105,MAROWAK,GROUND,,BATTLE ARMOR,ROCK HEAD,LIGHTNINGROD,45,75,70,60,80,110,50,80,45,MEDIUM_FAST,149,0,0,2,0,0,0
106,HITMONLEE,FIGHTING,,LIMBER,UNBURDEN,RECKLESS,49.8,45,70,50,120,53,35,110,87,MEDIUM_FAST,159,0,2,0,0,0,0
107,HITMONCHAN,FIGHTING,,INNER FOCUS,KEEN EYE,IRON FIST,50.2,45,70,50,105,79,35,110,76,MEDIUM_FAST,159,0,0,0,0,2,0
108,LICKITUNG,NORMAL,,CLOUD NINE,OWN TEMPO,OBLIVIOUS,65.5,45,70,90,55,75,60,75,30,MEDIUM_FAST,77,2,0,0,0,0,0
109,KOFFING,POISON,,LEVITATE,,,1,190,70,40,65,95,60,45,35,MEDIUM_FAST,68,0,0,1,0,0,0
110,WEEZING,POISON,,LEVITATE,,,9.5,60,70,65,90,120,85,70,60,MEDIUM_FAST,172,0,0,2,0,0,0
111,RHYHORN,GROUND,ROCK,LIGHTNINGROD,ROCK HEAD,RECKLESS,115,120,70,80,85,95,30,30,25,SLOW,69,0,0,1,0,0,0
112,RHYDON,GROUND,ROCK,LIGHTNINGROD,ROCK HEAD,RECKLESS,120,60,70,105,130,120,45,45,40,SLOW,170,0,2,0,0,0,0
113,CHANSEY,NORMAL,,HEALER,SERENE GRACE,NATURAL CURE,34.6,30,140,250,5,5,35,105,50,FAST,395,2,0,0,0,0,0
114,TANGELA,GRASS,,CHLOROPHYLL,REGENERATOR,LEAF GUARD,35,45,70,65,55,115,100,40,60,MEDIUM_FAST,87,0,0,1,0,0,0
115,KANGASKHAN,NORMAL,,EARLY BIRD,SCRAPPY,INNER FOCUS,80,45,70,105,95,80,40,80,90,MEDIUM_FAST,172,2,0,0,0,0,0
116,HORSEA,WATER,,DAMP,SWIFT SWIM,SNIPER,8,225,70,30,40,70,70,25,60,MEDIUM_FAST,59,0,0,0,1,0,0
117,SEADRA,WATER,,DAMP,SNIPER,POISON POINT,25,75,70,55,65,95,95,45,85,MEDIUM_FAST,154,0,0,1,1,0,0
118,GOLDEEN,WATER,,LIGHTNINGROD,WATER VEIL,SWIFT SWIM,15,225,70,45,67,60,35,50,63,MEDIUM_FAST,64,0,1,0,0,0,0
119,SEAKING,WATER,,LIGHTNINGROD,WATER VEIL,SWIFT SWIM,39,60,70,80,92,65,65,80,68,MEDIUM_FAST,158,0,2,0,0,0,0
120,STARYU,WATER,,ANALYTIC,NATURAL CURE,ILLUMINATE,34.5,225,70,30,45,55,70,55,85,SLOW,68,0,0,0,0,0,1
121,STARMIE,WATER,PSYCHIC,ANALYTIC,NATURAL CURE,ILLUMINATE,80,60,70,60,75,85,100,85,115,SLOW,182,0,0,0,0,0,2
122,MRMIME,PSYCHIC,,FILTER,TECHNICIAN,SOUNDPROOF,54.5,45,70,40,45,65,100,120,90,MEDIUM_FAST,161,0,0,0,0,2,0
123,SCYTHER,BUG,FLYING,STEADFAST,TECHNICIAN,SWARM,56,45,70,70,110,80,55,80,105,MEDIUM_FAST,100,0,1,0,0,0,0
124,JYNX,ICE,PSYCHIC,DRY SKIN,OBLIVIOUS,FOREWARN,40.6,45,70,65,50,35,115,95,95,MEDIUM_FAST,159,0,0,0,2,0,0
125,ELECTABUZZ,ELECTRIC,,STATIC,,VITAL SPIRIT,30,45,70,65,83,57,95,85,105,MEDIUM_FAST,172,0,0,0,0,0,2
126,MAGMAR,FIRE,,FLAME BODY,,VITAL SPIRIT,44.5,45,70,65,95,57,100,85,93,MEDIUM_FAST,173,0,0,0,2,0,0
127,PINSIR,BUG,,HYPER CUTTER,MOXIE,MOLD BREAKER,55,45,70,65,125,100,55,70,85,SLOW,175,0,2,0,0,0,0
128,TAUROS,NORMAL,,ANGER POINT,SHEER FORCE,INTIMIDATE,88.4,45,70,75,100,95,40,70,110,SLOW,172,0,1,0,0,0,1
129,MAGIKARP,WATER,,RATTLED,,SWIFT SWIM,10,255,70,20,10,55,15,20,80,SLOW,40,0,0,0,0,0,1
130,GYARADOS,WATER,FLYING,INTIMIDATE,,MOXIE,235,45,70,95,125,79,60,100,81,SLOW,189,0,2,0,0,0,0
131,LAPRAS,WATER,ICE,HYDRATION,WATER ABSORB,SHELL ARMOR,220,45,70,130,85,80,85,95,60,SLOW,187,2,0,0,0,0,0
132,DITTO,NORMAL,,IMPOSTER,,LIMBER,4,35,70,48,48,48,48,48,48,MEDIUM_FAST,101,1,0,0,0,0,0
133,EEVEE,NORMAL,,ADAPTABILITY,RUN AWAY,ANTICIPATION,6.5,45,70,55,55,50,45,65,55,MEDIUM_FAST,65,0,0,0,0,1,0
134,VAPOREON,WATER,,HYDRATION,,WATER ABSORB,29,45,70,130,65,60,110,95,65,MEDIUM_FAST,184,2,0,0,0,0,0
135,JOLTEON,ELECTRIC,,QUICK FEET,,VOLT ABSORB,24.5,45,70,65,65,60,110,95,130,MEDIUM_FAST,184,0,0,0,0,0,2
136,FLAREON,FIRE,,FLASH FIRE,,GUTS,25,45,70,65,130,60,95,110,65,MEDIUM_FAST,184,0,2,0,0,0,0
137,PORYGON,NORMAL,,ANALYTIC,TRACE,DOWNLOAD,36.5,45,70,65,60,70,85,75,40,MEDIUM_FAST,79,0,0,0,1,0,0
138,OMANYTE,ROCK,WATER,SHELL ARMOR,WEAK ARMOR,SWIFT SWIM,7.5,45,70,35,40,100,90,55,35,MEDIUM_FAST,71,0,0,1,0,0,0
139,OMASTAR,ROCK,WATER,SHELL ARMOR,WEAK ARMOR,SWIFT SWIM,35,45,70,70,60,125,115,70,55,MEDIUM_FAST,173,0,0,2,0,0,0
140,KABUTO,ROCK,WATER,BATTLE ARMOR,WEAK ARMOR,SWIFT SWIM,11.5,45,70,30,80,90,55,45,55,MEDIUM_FAST,71,0,0,1,0,0,0
141,KABUTOPS,ROCK,WATER,BATTLE ARMOR,WEAK ARMOR,SWIFT SWIM,40.5,45,70,60,115,105,65,70,80,MEDIUM_FAST,173,0,2,0,0,0,0
142,AERODACTYL,ROCK,FLYING,PRESSURE,UNNERVE,ROCK HEAD,59,45,70,80,105,65,60,75,130,SLOW,180,0,0,0,0,0,2
143,SNORLAX,NORMAL,,GLUTTONY,THICK FAT,IMMUNITY,460,25,70,160,110,65,65,110,30,SLOW,189,2,0,0,0,0,0
144,ARTICUNO,ICE,FLYING,PRESSURE,,,55.4,3,35,90,85,100,95,125,85,SLOW,261,0,0,0,0,3,0
145,ZAPDOS,ELECTRIC,FLYING,PRESSURE,,,52.6,3,35,90,90,85,125,90,100,SLOW,261,0,0,0,3,0,0
146,MOLTRES,FIRE,FLYING,PRESSURE,,,60,3,35,90,100,90,125,85,90,SLOW,261,0,0,0,3,0,0
147,DRATINI,DRAGON,,MARVEL SCALE,,SHED SKIN,3.3,45,35,41,64,45,50,50,50,SLOW,60,0,1,0,0,0,0
148,DRAGONAIR,DRAGON,,MARVEL SCALE,,SHED SKIN,16.5,45,35,61,84,65,70,70,70,SLOW,147,0,2,0,0,0,0
149,DRAGONITE,DRAGON,FLYING,INNER FOCUS,,MULTISCALE,210,45,35,91,134,95,100,100,80,SLOW,270,0,3,0,0,0,0
150,MEWTWO,PSYCHIC,,PRESSURE,,UNNERVE,122,3,0,106,110,90,154,90,130,SLOW,306,0,0,0,3,0,0
151,MEW,PSYCHIC,,SYNCHRONIZE,,,4,45,100,100,100,100,100,100,100,MEDIUM_SLOW,270,3,0,0,0,0,0
152,CHIKORITA,GRASS,,OVERGROW,,,6.4,45,70,45,49,65,49,65,45,MEDIUM_SLOW,64,0,0,0,0,1,0
153,BAYLEEF,GRASS,,OVERGROW,,,15.8,45,70,60,62,80,63,80,60,MEDIUM_SLOW,142,0,0,1,0,1,0
154,MEGANIUM,GRASS,,OVERGROW,,,100.5,45,70,80,82,100,83,100,80,MEDIUM_SLOW,236,0,0,1,0,2,0
155,CYNDAQUIL,FIRE,,BLAZE,,,7.9,45,70,39,52,43,60,50,65,MEDIUM_SLOW,62,0,0,0,0,0,1
156,QUILAVA,FIRE,,BLAZE,,,19,45,70,58,64,58,80,65,80,MEDIUM_SLOW,142,0,0,0,1,0,1
157,TYPHLOSION,FIRE,,BLAZE,,,79.5,45,70,78,84,78,109,85,100,MEDIUM_SLOW,240,0,0,0,3,0,0
158,TOTODILE,WATER,,TORRENT,,,9.5,45,70,50,65,64,44,48,43,MEDIUM_SLOW,63,0,1,0,0,0,0
159,CROCONAW,WATER,,TORRENT,,,25,45,70,65,80,80,59,63,58,MEDIUM_SLOW,142,0,1,1,0,0,0
160,FERALIGATR,WATER,,TORRENT,,,88.8,45,70,85,105,100,79,83,78,MEDIUM_SLOW,239,0,2,1,0,0,0
161,SENTRET,NORMAL,,FRISK,RUN AWAY,KEEN EYE,6,255,70,35,46,34,35,45,20,MEDIUM_FAST,43,0,1,0,0,0,0
162,FURRET,NORMAL,,FRISK,RUN AWAY,KEEN EYE,32.5,90,70,85,76,64,45,55,90,MEDIUM_FAST,145,0,0,0,0,0,2
163,HOOTHOOT,NORMAL,FLYING,INSOMNIA,TINTED LENS,KEEN EYE,21.2,255,70,60,30,30,36,56,50,MEDIUM_FAST,52,1,0,0,0,0,0
164,NOCTOWL,NORMAL,FLYING,INSOMNIA,TINTED LENS,KEEN EYE,40.8,90,70,100,50,50,76,96,70,MEDIUM_FAST,155,2,0,0,0,0,0
165,LEDYBA,BUG,FLYING,EARLY BIRD,SWARM,RATTLED,10.8,255,70,40,20,30,40,80,55,FAST,53,0,0,0,0,1,0
166,LEDIAN,BUG,FLYING,EARLY BIRD,SWARM,IRON FIST,35.6,90,70,55,35,50,55,110,85,FAST,137,0,0,0,0,2,0
167,SPINARAK,BUG,POISON,INSOMNIA,SWARM,SNIPER,8.5,255,70,40,60,40,40,40,30,FAST,50,0,1,0,0,0,0
168,ARIADOS,BUG,POISON,INSOMNIA,SWARM,SNIPER,33.5,90,70,70,90,70,60,60,40,FAST,137,0,2,0,0,0,0
169,CROBAT,POISON,FLYING,INFILTRATOR,,INNER FOCUS,75,90,70,85,90,80,70,80,130,MEDIUM_FAST,241,0,0,0,0,0,3
