Number,Name,Type1,Type2,Ability1,Ability2,Hidden Ability,Weight (kg),Catch Rate,Base Happiness,HP,Attack,Defense,Special Attack,Special Defense,Speed,Exp. Curve,Base exp,HP EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV
55,Golduck,Water,,Damp,Cloud Nine,,76.6,75,70,80,82,78,95,80,85,Medium,174,0,0,0,2,0,0
56,Mankey,Fighting,,Vital Spirit,Anger Point,,28,190,70,40,80,35,35,45,70,Medium,74,0,1,0,0,0,0
57,Primeape,Fighting,,Vital Spirit,Anger Point,,32,75,70,65,105,60,60,70,95,Medium,149,0,2,0,0,0,0
58,Growlithe,Fire,,Intimidate,Flash Fire,,19,190,70,55,70,45,70,50,60,Slow,91,0,1,0,0,0,0
59,Arcanine,Fire,,Intimidate,Flash Fire,,155,75,70,90,110,80,100,80,95,Slow,213,0,2,0,0,0,0
60,Poliwag,Water,,Water Absorb,Damp,,12.4,255,70,40,50,40,40,40,90,Medium Slow,77,0,0,0,0,0,1
61,Poliwhirl,Water,,Water Absorb,Damp,,20,120,70,65,65,65,50,50,90,Medium Slow,131,0,0,0,0,0,2
62,Poliwrath,Water,Fighting,Water Absorb,Damp,,54,45,70,90,85,95,70,90,70,Medium Slow,185,0,0,3,0,0,0
63,Abra,Psychic,,Synchronize,Inner Focus,,19.5,200,70,25,20,15,105,55,90,Medium Slow,75,0,0,0,1,0,0
64,Kadabra,Psychic,,Synchronize,Inner Focus,,56.5,100,70,40,35,30,120,70,105,Medium Slow,145,0,0,0,2,0,0
65,Alakazam,Psychic,,Synchronize,Inner Focus,,48,50,70,55,50,45,135,85,120,Medium Slow,186,0,0,0,3,0,0
66,Machop,Fighting,,Guts,No Guard,,19.5,180,70,70,80,50,35,35,35,Medium Slow,75,0,1,0,0,0,0
67,Machoke,Fighting,,Guts,No Guard,,70.5,90,70,80,100,70,50,60,45,Medium Slow,146,0,2,0,0,0,0
68,Machamp,Fighting,,Guts,No Guard,,130,45,70,90,130,80,65,85,55,Medium Slow,193,0,3,0,0,0,0
69,Bellsprout,Grass,Poison,Chlorophyll,,,4,255,70,50,75,35,70,30,40,Medium Slow,84,0,1,0,0,0,0
70,Weepinbell,Grass,Poison,Chlorophyll,,,6.4,120,70,65,90,50,85,45,55,Medium Slow,151,0,2,0,0,0,0
71,Victreebel,Grass,Poison,Chlorophyll,,,15.5,45,70,80,105,65,100,60,70,Medium Slow,191,0,3,0,0,0,0
72,Tentacool,Water,Poison,Clear Body,Liquid Ooze,,45.5,190,70,40,40,35,50,100,70,Slow,105,0,0,0,0,1,0
73,Tentacruel,Water,Poison,Clear Body,Liquid Ooze,,55,60,70,80,70,65,80,120,100,Slow,205,0,0,0,0,2,0
74,Geodude,Rock,Ground,Rock Head,Sturdy,,20,255,70,40,80,100,30,30,20,Medium Slow,73,0,0,1,0,0,0
75,Graveler,Rock,Ground,Rock Head,Sturdy,,105,120,70,55,95,115,45,45,35,Medium Slow,134,0,0,2,0,0,0
76,Golem,Rock,Ground,Rock Head,Sturdy,,300,45,70,80,110,130,55,65,45,Medium Slow,177,0,0,3,0,0,0
77,Ponyta,Fire,,Run Away,Flash Fire,,30,190,70,50,85,55,65,65,90,Medium,152,0,0,0,0,0,1
78,Rapidash,Fire,,Run Away,Flash Fire,,95,60,70,65,100,70,80,80,105,Medium,192,0,0,0,0,0,2
79,Slowpoke,Water,Psychic,Oblivious,Own Tempo,,36,190,70,90,65,65,40,40,15,Medium,99,1,0,0,0,0,0
80,Slowbro,Water,Psychic,Oblivious,Own Tempo,,78.5,75,70,95,75,110,100,80,30,Medium,164,0,0,2,0,0,0
81,Magnemite,Electric,Steel,Magnet Pull,Sturdy,,6,190,70,25,35,70,95,55,45,Medium,89,0,0,0,1,0,0
82,Magneton,Electric,Steel,Magnet Pull,Sturdy,,60,60,70,50,60,95,120,70,70,Medium,161,0,0,0,2,0,0
83,Farfetch'd,Normal,Flying,Keen Eye,Inner Focus,,15,45,70,52,65,55,58,62,60,Medium,94,0,1,0,0,0,0
84,Doduo,Normal,Flying,Run Away,Early Bird,,39.2,190,70,35,85,45,35,35,75,Medium,96,0,1,0,0,0,0
85,Dodrio,Normal,Flying,Run Away,Early Bird,,85.2,45,70,60,110,70,60,60,100,Medium,158,0,2,0,0,0,0
86,Seel,Water,,Thick Fat,Hydration,,90,190,70,65,45,55,45,70,45,Medium,100,0,0,0,0,1,0
87,Dewgong,Water,Ice,Thick Fat,Hydration,,120,75,70,90,70,80,70,95,70,Medium,176,0,0,0,0,2,0
88,Grimer,Poison,,Stench,Sticky Hold,,30,190,70,80,80,50,40,50,25,Medium,90,1,0,0,0,0,0
89,Muk,Poison,,Stench,Sticky Hold,,30,75,70,105,105,75,65,100,50,Medium,157,1,1,0,0,0,0
90,Shellder,Water,,Shell Armor,Skill Link,,4,190,70,30,65,100,45,25,40,Slow,97,0,0,1,0,0,0
91,Cloyster,Water,Ice,Shell Armor,Skill Link,,132.5,60,70,50,95,180,85,45,70,Slow,203,0,0,2,0,0,0
92,Gastly,Ghost,Poison,Levitate,,,0.1,190,70,30,35,30,100,35,80,Medium Slow,95,0,0,0,1,0,0
93,Haunter,Ghost,Poison,Levitate,,,0.1,90,70,45,50,45,115,55,95,Medium Slow,126,0,0,0,2,0,0
94,Gengar,Ghost,Poison,Levitate,,,40.5,45,70,60,65,60,130,75,110,Medium Slow,190,0,0,0,3,0,0
95,Onix,Rock,Ground,Rock Head,Sturdy,,210,45,70,35,45,160,30,45,70,Medium,108,0,0,1,0,0,0
96,Drowzee,Psychic,,Insomnia,Forewarn,,32.4,190,70,60,48,45,43,90,42,Medium,102,0,0,0,0,1,0
97,Hypno,Psychic,,Insomnia,Forewarn,,75.6,75,70,85,73,70,73,115,67,Medium,165,0,0,0,0,2,0
98,Krabby,Water,,Hyper Cutter,Shell Armor,,6.5,225,70,30,105,90,25,25,50,Medium,115,0,1,0,0,0,0
99,Kingler,Water,,Hyper Cutter,Shell Armor,,60,60,70,55,130,115,50,50,75,Medium,206,0,2,0,0,0,0
100,Voltorb,Electric,,Soundproof,Static,,10.4,190,70,40,30,50,55,55,100,Medium,103,0,0,0,0,0,1
101,Electrode,Electric,,Soundproof,Static,,66.6,60,70,60,50,70,80,80,140,Medium,150,0,0,0,0,0,2
102,Exeggcute,Grass,Psychic,Chlorophyll,,,2.5,90,70,60,40,80,60,45,40,Slow,98,0,0,1,0,0,0
103,Exeggutor,Grass,Psychic,Chlorophyll,,,120,45,70,95,95,85,125,65,55,Slow,212,0,0,0,2,0,0
104,Cubone,Ground,,Rock Head,Lightningrod,,6.5,190,70,50,50,95,40,50,35,Medium,87,0,0,1,0,0,0
105,Marowak,Ground,,Rock Head,Lightningrod,,45,75,70,60,80,110,50,80,45,Medium,124,0,0,2,0,0,0
106,Hitmonlee,Fighting,,Limber,Reckless,,49.8,45,70,50,120,53,35,110,87,Medium,139,0,2,0,0,0,0
107,Hitmonchan,Fighting,,Keen Eye,Iron Fist,,50.2,45,70,50,105,79,35,110,76,Medium,140,0,0,0,0,2,0
108,Lickitung,Normal,,Own Tempo,Oblivious,,65.5,45,70,90,55,75,60,75,30,Medium,127,2,0,0,0,0,0
109,Koffing,Poison,,Levitate,,,1,190,70,40,65,95,60,45,35,Medium,114,0,0,1,0,0,0
110,Weezing,Poison,,Levitate,,,9.5,60,70,65,90,120,85,70,60,Medium,173,0,0,2,0,0,0
111,Rhyhorn,Ground,Rock,Lightningrod,Rock Head,,115,120,70,80,85,95,30,30,25,Slow,135,0,0,1,0,0,0
112,Rhydon,Ground,Rock,Lightningrod,Rock Head,,120,60,70,105,130,120,45,45,40,Slow,204,0,2,0,0,0,0
113,Chansey,Normal,,Natural Cure,Serene Grace,,34.6,30,140,250,5,5,35,105,50,Fast,255,2,0,0,0,0,0
114,Tangela,Grass,,Chlorophyll,Leaf Guard,,35,45,70,65,55,115,100,40,60,Medium,166,0,0,1,0,0,0
115,Kangaskhan,Normal,,Early Bird,Scrappy,,80,45,70,105,95,80,40,80,90,Medium,175,2,0,0,0,0,0
116,Horsea,Water,,Swift Swim,Sniper,,8,225,70,30,40,70,70,25,60,Medium,83,0,0,0,1,0,0
117,Seadra,Water,,Poison Point,Sniper,,25,75,70,55,65,95,95,45,85,Medium,155,0,0,1,1,0,0
118,Goldeen,Water,,Swift Swim,Water Veil,,15,225,70,45,67,60,35,50,63,Medium,111,0,1,0,0,0,0
119,Seaking,Water,,Swift Swim,Water Veil,,39,60,70,80,92,65,65,80,68,Medium,170,0,2,0,0,0,0
120,Staryu,Water,,Illuminate,Natural Cure,,34.5,225,70,30,45,55,70,55,85,Slow,106,0,0,0,0,0,1
121,Starmie,Water,Psychic,Illuminate,Natural Cure,,80,60,70,60,75,85,100,85,115,Slow,207,0,0,0,0,0,2
122,Mr. Mime,Psychic,Fairy,Soundproof,Filter,,54.5,45,70,40,45,65,100,120,90,Medium,136,0,0,0,0,2,0
123,Scyther,Bug,Flying,Swarm,Technician,,56,45,70,70,110,80,55,80,105,Medium,187,0,1,0,0,0,0
124,Jynx,Ice,Psychic,Oblivious,Forewarn,,40.6,45,70,65,50,35,115,95,95,Medium,137,0,0,0,2,0,0
125,Electabuzz,Electric,,Static,,,30,45,70,65,83,57,95,85,105,Medium,156,0,0,0,0,0,2
126,Magmar,Fire,,Flame Body,,,44.5,45,70,65,95,57,100,85,93,Medium,167,0,0,0,2,0,0
127,Pinsir,Bug,,Hyper Cutter,Mold Breaker,,55,45,70,65,125,100,55,70,85,Slow,200,0,2,0,0,0,0
128,Tauros,Normal,,Intimidate,Anger Point,,88.4,45,70,75,100,95,40,70,110,Slow,211,0,1,0,0,0,1
129,Magikarp,Water,,Swift Swim,,,10,255,70,20,10,55,15,20,80,Slow,20,0,0,0,0,0,1
130,Gyarados,Water,Flying,Intimidate,,,235,45,70,95,125,79,60,100,81,Slow,214,0,2,0,0,0,0
131,Lapras,Water,Ice,Water Absorb,Shell Armor,,220,45,70,130,85,80,85,95,60,Slow,219,2,0,0,0,0,0
132,Ditto,Normal,,Limber,,,4,35,70,48,48,48,48,48,48,Medium,61,1,0,0,0,0,0
133,Eevee,Normal,,Run Away,Adaptability,,6.5,45,70,55,55,50,45,65,55,Medium,92,0,0,0,0,1,0
134,Vaporeon,Water,,Water Absorb,Water Absorb,,29,45,70,130,65,60,110,95,65,Medium,196,2,0,0,0,0,0
135,Jolteon,Electric,,Volt Absorb,Volt Absorb,,24.5,45,70,65,65,60,110,95,130,Medium,197,0,0,0,0,0,2
136,Flareon,Fire,,Flash Fire,Flash Fire,,25,45,70,65,130,60,95,110,65,Medium,198,0,2,0,0,0,0
137,Porygon,Normal,,Trace,Download,,36.5,45,70,65,60,70,85,75,40,Medium,130,0,0,0,1,0,0
138,Omanyte,Rock,Water,Swift Swim,Shell Armor,,7.5,45,70,35,40,100,90,55,35,Medium,99,0,0,1,0,0,0
139,Omastar,Rock,Water,Swift Swim,Shell Armor,,35,45,70,70,60,125,115,70,55,Medium,199,0,0,2,0,0,0
140,Kabuto,Rock,Water,Swift Swim,Battle Armor,,11.5,45,70,30,80,90,55,45,55,Medium,99,0,0,1,0,0,0
141,Kabutops,Rock,Water,Swift Swim,Battle Armor,,40.5,45,70,60,115,105,65,70,80,Medium,199,0,2,0,0,0,0
142,Aerodactyl,Rock,Flying,Rock Head,Pressure,,59,45,70,80,105,65,60,75,130,Slow,202,0,0,0,0,0,2
143,Snorlax,Normal,,Immunity,Thick Fat,,460,25,70,160,110,65,65,110,30,Slow,154,2,0,0,0,0,0
144,Articuno,Ice,Flying,Pressure,,,55.4,3,35,90,85,100,95,125,85,Slow,215,0,0,0,0,3,0
145,Zapdos,Electric,Flying,Pressure,,,52.6,3,35,90,90,85,125,90,100,Slow,216,0,0,0,3,0,0
146,Moltres,Fire,Flying,Pressure,,,60,3,35,90,100,90,125,85,90,Slow,217,0,0,0,3,0,0
147,Dratini,Dragon,,Shed Skin,,,3.3,45,35,41,64,45,50,50,50,Slow,67,0,1,0,0,0,0
148,Dragonair,Dragon,,Shed Skin,,,16.5,45,35,61,84,65,70,70,70,Slow,144,0,2,0,0,0,0
149,Dragonite,Dragon,Flying,Inner Focus,,,210,45,35,91,134,95,100,100,80,Slow,218,0,3,0,0,0,0
150,Mewtwo,Psychic,,Pressure,,,122,3,0,106,110,90,154,90,130,Slow,220,0,0,0,3,0,0
151,Mew,Psychic,,Synchronize,,,4,45,100,100,100,100,100,100,100,Medium Slow,64,3,0,0,0,0,0
152,Chikorita,Grass,,Overgrow,,,6.4,45,70,45,49,65,49,65,45,Medium Slow,64,0,0,0,0,1,0
153,Bayleef,Grass,,Overgrow,,,15.8,45,70,60,62,80,63,80,60,Medium Slow,141,0,0,1,0,1,0
154,Meganium,Grass,,Overgrow,,,100.5,45,70,80,82,100,83,100,80,Medium Slow,208,0,0,1,0,2,0
155,Cyndaquil,Fire,,Blaze,,,7.9,45,70,39,52,43,60,50,65,Medium Slow,65,0,0,0,0,0,1
156,Quilava,Fire,,Blaze,,,19,45,70,58,64,58,80,65,80,Medium Slow,142,0,0,0,1,0,1
157,Typhlosion,Fire,,Blaze,,,79.5,45,70,78,84,78,109,85,100,Medium Slow,209,0,0,0,3,0,0
158,Totodile,Water,,Torrent,,,9.5,45,70,50,65,64,44,48,43,Medium Slow,66,0,1,0,0,0,0
159,Croconaw,Water,,Torrent,,,25,45,70,65,80,80,59,63,58,Medium Slow,143,0,1,1,0,0,0
160,Feraligatr,Water,,Torrent,,,88.8,45,70,85,105,100,79,83,78,Medium Slow,210,0,2,1,0,0,0
161,Sentret,Normal,,Run Away,Keen Eye,,6,255,70,35,46,34,35,45,20,Medium,57,0,1,0,0,0,0
162,Furret,Normal,,Run Away,Keen Eye,,32.5,90,70,85,76,64,45,55,90,Medium,116,0,0,0,0,0,2
163,Hoothoot,Normal,Flying,Insomnia,Keen Eye,,21.2,255,70,60,30,30,36,56,50,Medium,58,1,0,0,0,0,0
164,Noctowl,Normal,Flying,Insomnia,Keen Eye,,40.8,90,70,100,50,50,76,96,70,Medium,162,2,0,0,0,0,0
165,Ledyba,Bug,Flying,Swarm,Early Bird,,10.8,255,70,40,20,30,40,80,55,Fast,54,0,0,0,0,1,0
166,Ledian,Bug,Flying,Swarm,Early Bird,,35.6,90,70,55,35,50,55,110,85,Fast,134,0,0,0,0,2,0
167,Spinarak,Bug,Poison,Swarm,Insomnia,,8.5,255,70,40,60,40,40,40,30,Fast,54,0,1,0,0,0,0
168,Ariados,Bug,Poison,Swarm,Insomnia,,33.5,90,70,70,90,70,60,60,40,Fast,134,0,2,0,0,0,0
169,Crobat,Poison,Flying,Inner Focus,,,75,90,70,85,90,80,70,80,130,Medium,204,0,0,0,0,0,3
170,Chinchou,Water,Electric,Volt Absorb,Illuminate,,12,190,70,75,38,38,56,56,67,Slow,90,1,0,0,0,0,0
171,Lanturn,Water,Electric,Volt Absorb,Illuminate,,22.5,75,70,125,58,58,76,76,67,Slow,156,2,0,0,0,0,0
172,Pichu,Electric,,Static,,,2,190,70,20,40,15,35,35,60,Medium,42,0,0,0,0,0,1
173,Cleffa,Fairy,,Cute Charm,Magic Guard,,3,150,140,50,25,28,45,55,15,Fast,37,0,0,0,0,1,0
174,Igglybuff,Normal,Fairy,Cute Charm,,,1,170,70,90,30,15,40,20,15,Fast,39,1,0,0,0,0,0
175,Togepi,Fairy,,Hustle,Serene Grace,,1.5,190,70,35,20,65,40,65,20,Fast,74,0,0,0,0,1,0
176,Togetic,Fairy,Flying,Hustle,Serene Grace,,3.2,75,70,55,40,85,80,105,40,Fast,114,0,0,0,0,2,0
177,Natu,Psychic,Flying,Synchronize,Early Bird,,2,190,70,40,50,45,70,45,70,Medium,73,0,0,0,1,0,0
178,Xatu,Psychic,Flying,Synchronize,Early Bird,,15,75,70,65,75,70,95,70,95,Medium,171,0,0,0,1,0,1
179,Mareep,Electric,,Static,,,7.8,235,70,55,40,40,65,45,35,Medium Slow,59,0,0,0,1,0,0
180,Flaaffy,Electric,,Static,,,13.3,120,70,70,55,55,80,60,45,Medium Slow,117,0,0,0,2,0,0
181,Ampharos,Electric,,Static,,,61.5,45,70,90,75,75,115,90,55,Medium Slow,194,0,0,0,3,0,0
182,Bellossom,Grass,,Chlorophyll,,,5.8,45,70,75,80,85,90,100,50,Medium Slow,184,0,0,0,0,3,0
183,Marill,Water,Fairy,Thick Fat,Huge Power,,8.5,190,70,70,20,50,20,50,40,Fast,58,2,0,0,0,0,0
184,Azumarill,Water,Fairy,Thick Fat,Huge Power,,28.5,75,70,100,50,80,50,80,50,Fast,153,3,0,0,0,0,0
185,Sudowoodo,Rock,,Sturdy,Rock Head,,38,65,70,70,100,115,30,65,30,Medium,135,0,0,2,0,0,0
186,Politoed,Water,,Water Absorb,Damp,,33.9,45,70,90,75,75,90,100,70,Medium Slow,185,0,0,0,0,3,0
187,Hoppip,Grass,Flying,Chlorophyll,Leaf Guard,,0.5,255,70,35,35,40,35,55,50,Medium Slow,74,0,0,0,0,1,0
188,Skiploom,Grass,Flying,Chlorophyll,Leaf Guard,,1,120,70,55,45,50,45,65,80,Medium Slow,136,0,0,0,0,0,2
189,Jumpluff,Grass,Flying,Chlorophyll,Leaf Guard,,3,45,70,75,55,70,55,85,110,Medium Slow,176,0,0,0,0,0,3
190,Aipom,Normal,,Run Away,Pickup,,11.5,45,70,55,70,55,40,55,85,Fast,94,0,0,0,0,0,1
191,Sunkern,Grass,,Chlorophyll,Solar Power,,1.8,235,70,30,30,30,30,30,30,Medium Slow,52,0,0,0,1,0,0
192,Sunflora,Grass,,Chlorophyll,Solar Power,,8.5,120,70,75,75,55,105,85,30,Medium Slow,146,0,0,0,2,0,0
193,Yanma,Bug,Flying,Speed Boost,Compoundeyes,,38,75,70,65,65,45,75,45,95,Medium,147,0,0,0,0,0,1
194,Wooper,Water,Ground,Damp,Water Absorb,,8.5,255,70,55,45,45,25,25,15,Medium,52,1,0,0,0,0,0
195,Quagsire,Water,Ground,Damp,Water Absorb,,75,90,70,95,85,85,65,65,35,Medium,137,2,0,0,0,0,0
196,Espeon,Psychic,,Synchronize,Synchronize,,26.5,45,70,65,65,60,130,95,110,Medium,197,0,0,0,2,0,0
197,Umbreon,Dark,,Synchronize,Synchronize,,27,45,35,95,65,110,60,130,65,Medium,197,0,0,0,0,2,0
198,Murkrow,Dark,Flying,Insomnia,Super Luck,,2.1,30,35,60,85,42,85,42,91,Medium Slow,107,0,0,0,0,0,1
199,Slowking,Water,Psychic,Oblivious,Own Tempo,,79.5,70,70,95,75,80,100,110,30,Medium,164,0,0,0,0,3,0
200,Misdreavus,Ghost,,Levitate,,,1,45,35,60,60,60,85,85,85,Fast,147,0,0,0,0,1,0
201,Unown,Psychic,,Levitate,,,5,225,70,48,72,48,72,48,48,Medium,61,0,1,0,1,0,0
202,Wobbuffet,Psychic,,Shadow Tag,,,28.5,45,70,190,33,58,33,58,33,Medium,177,2,0,0,0,0,0
203,Girafarig,Normal,Psychic,Inner Focus,Early Bird,,41.5,60,70,70,80,65,90,65,85,Medium,149,0,0,0,2,0,0
204,Pineco,Bug,,Sturdy,,,7.2,190,70,50,65,90,35,35,15,Medium,60,0,0,1,0,0,0
205,Forretress,Bug,Steel,Sturdy,,,125.8,75,70,75,90,140,60,60,40,Medium,118,0,0,2,0,0,0
206,Dunsparce,Normal,,Serene Grace,Run Away,,14,190,70,100,70,70,65,65,45,Medium,125,1,0,0,0,0,0
207,Gligar,Ground,Flying,Hyper Cutter,Sand Veil,,64.8,60,70,65,75,105,35,65,85,Medium Slow,108,0,0,1,0,0,0
208,Steelix,Steel,Ground,Rock Head,Sturdy,,400,25,70,75,85,200,55,65,30,Medium,196,0,0,2,0,0,0
209,Snubbull,Fairy,,Intimidate,Run Away,,7.8,190,70,60,80,50,40,40,30,Fast,63,0,1,0,0,0,0
210,Granbull,Fairy,,Intimidate,Quick Feet,,48.7,75,70,90,120,75,60,60,45,Fast,178,0,2,0,0,0,0
211,Qwilfish,Water,Poison,Poison Point,Swift Swim,,3.9,45,70,65,95,75,55,55,85,Medium,100,0,1,0,0,0,0
212,Scizor,Bug,Steel,Swarm,Technician,,118,25,70,70,130,100,55,80,65,Medium,200,0,2,0,0,0,0
213,Shuckle,Bug,Rock,Sturdy,Gluttony,,20.5,190,70,20,10,230,10,230,5,Medium Slow,80,0,0,1,0,1,0
214,Heracross,Bug,Fighting,Swarm,Guts,,54,45,70,80,125,75,40,95,85,Slow,200,0,2,0,0,0,0
215,Sneasel,Dark,Ice,Inner Focus,Keen Eye,,28,60,35,55,95,55,35,75,115,Medium Slow,132,0,0,0,0,0,1
